date,close,真实5日均线,真实信号,分段线性插值_插值_A,分段线性插值_5日均线_A,分段线性插值_信号_A,三次样条插值_插值_A,三次样条插值_5日均线_A,三次样条插值_信号_A,径向基函数插值_插值_A,径向基函数插值_5日均线_A,径向基函数插值_信号_A,前向填充(基准)_插值_A,前向填充(基准)_5日均线_A,前向填充(基准)_信号_A,分段线性插值_插值_B,分段线性插值_5日均线_B,分段线性插值_信号_B,三次样条插值_插值_B,三次样条插值_5日均线_B,三次样条插值_信号_B,径向基函数插值_插值_B,径向基函数插值_5日均线_B,径向基函数插值_信号_B,前向填充(基准)_插值_B,前向填充(基准)_5日均线_B,前向填充(基准)_信号_B
2024-04-10,1832.6703604410727,1798.0129703843297,0.0,1774.4713141863165,1779.2963412585104,0.0,1773.281082079958,1779.3949627002944,0.0,1774.4600501963857,1779.2964585572197,0.0,1777,1786.2,0.0,1832.6703604410727,1798.0129703843297,0.0,1832.6703604410727,1798.0129703843297,0.0,1832.67036044107,1798.012970384329,0.0,1832,1797.4,0.0
2024-04-11,1853.7735518469706,1812.4167086604089,0.0,1773.008515081732,1776.5672562452426,0.0,1772.8335972556572,1776.1289387328993,0.0,1773.0714107441936,1776.5568481652485,0.0,1777,1781.6,0.0,1853.7735518469706,1812.4167086604089,0.0,1853.7735518469706,1812.4167086604089,0.0,1853.7735518469715,1812.4167086604084,0.0,1853,1811.8,0.0
2024-04-12,1762.598608902049,1812.0113206357953,-1.0,1771.5457159771477,1774.4713141863165,0.0,1772.1059802799534,1774.0162642088385,0.0,1771.6797830744877,1774.491728141026,0.0,1777,1777.0,0.0,1762.598608902049,1812.011320635795,-1.0,1762.598608902049,1812.011320635795,-1.0,1762.5986089020494,1812.011320635795,-1.0,1762,1811.4,-1.0
2024-04-15,1770.0829168725634,1810.5485215312106,0.0,1770.0829168725634,1773.0085150817322,0.0,1770.0829168725634,1772.5534651042544,0.0,1770.0829168725636,1773.0289290364417,0.0,1770,1775.6,-1.0,1770.0829168725634,1810.548521531211,0.0,1770.0829168725634,1810.548521531211,0.0,1770.0829168725634,1810.5485215312106,0.0,1770,1810.0,0.0
2024-04-16,1714.9655637936446,1786.8182003712602,0.0,1764.3359967607335,1770.6888917756987,0.0,1766.039880055308,1770.868691308688,0.0,1764.4647013062197,1770.75177243877,0.0,1770,1774.2,0.0,1714.9655637936446,1786.8182003712602,0.0,1714.9655637936446,1786.8182003712602,0.0,1714.9655637936426,1786.8182003712595,0.0,1714,1786.2,0.0
2024-04-17,1680.9025515248034,1756.4646385880064,0.0,1758.5890766489033,1767.512444268216,0.0,1760.415492058424,1768.2955733043812,0.0,1758.6413296787778,1767.5880283352485,0.0,1770,1772.8,0.0,1680.9025515248034,1756.4646385880064,0.0,1680.9025515248034,1756.4646385880064,0.0,1680.902551524801,1756.4646385880055,0.0,1680,1755.8,0.0
2024-04-18,1684.0859628858523,1722.5271207957826,0.0,1752.8421565370734,1763.4791725592845,0.0,1753.9391624142527,1764.5166863361003,0.0,1752.8151844396316,1763.5367830743357,0.0,1770,1771.4,0.0,1684.0859628858523,1722.5271207957826,0.0,1684.0859628858523,1722.5271207957826,0.0,1684.085962885853,1722.527120795782,0.0,1684,1722.0,0.0
2024-04-19,1675.8680865430142,1705.1810163239757,0.0,1747.0952364252432,1758.5890766489035,0.0,1747.3403006551353,1759.5635504111367,0.0,1746.9914653164706,1758.5991195227325,0.0,1770,1770.0,0.0,1675.8680865430142,1705.1810163239757,0.0,1675.8680865430142,1705.1810163239757,0.0,1675.8680865430163,1705.1810163239752,0.0,1675,1704.6,0.0
2024-04-22,1741.3483163134133,1699.4340962121455,1.0,1741.3483163134133,1752.8421565370736,0.0,1741.3483163134133,1753.8166302993068,0.0,1741.3483163134133,1752.8521994109026,0.0,1741,1764.2,-1.0,1741.3483163134133,1699.4340962121455,1.0,1741.3483163134133,1699.4340962121455,1.0,1741.3483163134135,1699.4340962121453,1.0,1741,1698.8,1.0
2024-04-23,1748.138746796594,1706.0687328127356,0.0,1739.4379409800622,1747.8625453809393,0.0,1736.5788233226194,1747.924418952769,0.0,1739.241805229799,1747.8076201956185,0.0,1741,1758.4,0.0,1748.138746796594,1706.0687328127356,0.0,1748.138746796594,1706.0687328127356,0.0,1748.138746796592,1706.068732812735,0.0,1748,1705.6,0.0
2024-04-24,1763.4539412947058,1722.5790107667158,0.0,1737.5275656467109,1743.6502431805006,0.0,1733.1922532210542,1742.4797711852948,0.0,1737.3164305714026,1743.5426403741433,0.0,1741,1752.6,0.0,1763.4539412947058,1722.5790107667158,0.0,1763.4539412947058,1722.5790107667158,0.0,1763.4539412947042,1722.5790107667158,0.0,1763,1722.2,0.0
2024-04-25,1732.4168405678624,1732.2451863031179,0.0,1735.6171903133597,1740.2052499357578,0.0,1731.2352419482104,1737.9389870920866,0.0,1735.395314654075,1740.058666417032,0.0,1741,1746.8,0.0,1732.4168405678624,1732.2451863031179,0.0,1732.4168405678624,1732.2451863031179,0.0,1732.4168405678627,1732.2451863031179,0.0,1732,1731.8,0.0
2024-04-26,1727.4013592739502,1742.551840849305,-1.0,1733.7068149800084,1737.5275656467106,0.0,1730.7544254435809,1734.6218120497756,0.0,1733.479179780477,1737.3562093098335,0.0,1741,1741.0,0.0,1727.4013592739502,1742.551840849305,-1.0,1727.4013592739502,1742.551840849305,-1.0,1727.4013592739482,1742.551840849304,-1.0,1727,1742.2,-1.0
2024-04-29,1731.7964396466573,1740.641465515954,0.0,1731.7964396466573,1735.6171903133595,0.0,1731.7964396466573,1732.7114367164243,0.0,1731.7964396466573,1735.445833976482,0.0,1731,1739.0,-1.0,1731.7964396466573,1740.641465515954,0.0,1731.7964396466573,1740.641465515954,0.0,1731.7964396466555,1740.6414655159526,0.0,1731,1740.2,0.0
2024-04-30,1753.3203379819222,1741.6777837530196,1.0,1734.8160469386974,1734.6928115050869,1.0,1734.2912264725087,1732.2539173464022,1.0,1734.673271507922,1734.5321272321066,1.0,1731,1737.0,0.0,1753.3203379819222,1741.6777837530196,1.0,1753.3203379819222,1741.6777837530196,1.0,1753.320337981922,1741.6777837530185,1.0,1753,1741.2,1.0
2024-05-01,1745.2682767724352,1738.0406508485655,0.0,1737.8356542307374,1734.7544292218922,0.0,1737.7019517385068,1733.1558570498928,0.0,1737.7831096914747,1734.6254630561211,0.0,1731,1735.0,0.0,1745.2682767724352,1738.0406508485655,0.0,1745.2682767724352,1738.0406508485655,0.0,1745.2682767724343,1738.0406508485644,0.0,1745,1737.6,0.0
2024-05-02,1733.6204754642392,1738.281377827841,-1.0,1740.8552615227777,1735.8020434637754,0.0,1741.375087237599,1735.1838261077705,0.0,1740.8965303352372,1735.7257061923533,0.0,1731,1733.0,0.0,1733.6204754642392,1738.2813778278407,-1.0,1733.6204754642392,1738.2813778278407,-1.0,1733.6204754642372,1738.2813778278396,-1.0,1733,1737.8,-1.0
2024-05-03,1750.9711361725701,1742.995333207565,1.0,1743.8748688148178,1737.8356542307374,0.0,1744.6571047627335,1737.9643619716012,0.0,1744.007554966751,1737.8313812296085,0.0,1731,1731.0,0.0,1750.9711361725701,1742.995333207565,1.0,1750.9711361725701,1742.995333207565,1.0,1750.9711361725708,1742.9953332075638,1.0,1750,1742.4,1.0
2024-05-06,1746.8944761068578,1746.014940499605,0.0,1746.8944761068578,1740.8552615227775,0.0,1746.8944761068578,1740.983969263641,0.0,1746.894476106858,1740.8509885216486,0.0,1746,1734.0,1.0,1746.8944761068578,1746.014940499605,0.0,1746.8944761068578,1746.014940499605,0.0,1746.8944761068574,1746.014940499604,0.0,1746,1745.4,0.0
2024-05-07,1762.5732654948615,1747.8655260021926,0.0,1745.5613909780225,1743.0043303306425,0.0,1747.5992002436974,1743.6455640178788,0.0,1745.372941932319,1742.9909226065279,0.0,1746,1737.0,0.0,1762.5732654948615,1747.8655260021928,0.0,1762.5732654948615,1747.8655260021928,0.0,1762.5732654948592,1747.865526002192,0.0,1762,1747.2,0.0
2024-05-08,1740.5282440065214,1746.9175194490101,-1.0,1744.228305849187,1744.2828606543328,-1.0,1746.9453848700866,1745.4942506441948,0.0,1743.6292546552177,1744.1601515992766,-1.0,1746,1740.0,0.0,1740.5282440065214,1746.9175194490101,-1.0,1740.5282440065214,1746.9175194490101,-1.0,1740.5282440065175,1746.9175194490083,-1.0,1740,1746.2,-1.0
2024-05-09,1749.5342126080855,1750.1002668777794,0.0,1742.8952207203515,1744.6908524938474,0.0,1745.272664863639,1746.2737661694032,-1.0,1741.8895142694819,1744.3587483861254,0.0,1746,1743.0,0.0,1749.5342126080855,1750.1002668777794,0.0,1749.5342126080855,1750.1002668777794,0.0,1749.5342126080845,1750.1002668777778,0.0,1749,1749.4,0.0
2024-05-10,1752.2907357909742,1750.3641868014602,1.0,1741.5621355915162,1744.228305849187,0.0,1742.9206751019663,1745.9264802372495,0.0,1740.1803031859602,1743.5932980299672,0.0,1746,1746.0,0.0,1752.2907357909742,1750.3641868014602,1.0,1752.2907357909742,1750.3641868014602,1.0,1752.290735790973,1750.3641868014583,1.0,1752,1749.8,1.0
2024-05-13,1740.2290504626808,1749.0311016726246,-1.0,1740.2290504626808,1742.8952207203517,0.0,1740.2290504626808,1744.593395108414,0.0,1740.2290504626808,1742.260212901132,0.0,1740,1744.8,-1.0,1740.2290504626808,1749.031101672625,-1.0,1740.2290504626808,1749.031101672625,-1.0,1740.2290504626808,1749.0311016726232,-1.0,1740,1748.6,-1.0
2024-05-14,1770.8676880619164,1750.6899861860354,1.0,1738.8959653338454,1741.5621355915162,0.0,1737.5374258233953,1742.5810402243537,0.0,1774.6746310846154,1748.1205507315913,1.0,1740,1743.6,0.0,1770.8676880619164,1750.6899861860354,1.0,1770.8676880619164,1750.6899861860354,1.0,1770.8676880619137,1750.689986186034,1.0,1770,1750.2,1.0
2024-05-15,1774.7652278511043,1757.5373829549521,0.0,1737.56288020501,1740.229050462681,0.0,1735.1854360617228,1740.229050462681,0.0,1810.8784423929956,1761.570388279147,0.0,1740,1742.4,0.0,1774.7652278511043,1757.5373829549521,0.0,1774.7652278511043,1757.5373829549521,0.0,1774.765227851104,1757.5373829549512,0.0,1774,1757.0,0.0
2024-05-16,1775.4708474343436,1762.7247099202038,0.0,1736.2297950761745,1738.8959653338454,0.0,1733.5127160552747,1737.8770607010078,0.0,1847.1136853190305,1782.6152224890564,0.0,1740,1741.2,0.0,1775.4708474343436,1762.7247099202038,0.0,1775.4708474343436,1762.7247099202038,0.0,1775.4708474343392,1762.724709920202,0.0,1775,1762.2,0.0
2024-05-17,1776.4811929993728,1767.5628013618837,0.0,1734.896709947339,1737.56288020501,0.0,1732.8589006816644,1735.8647058169477,0.0,1883.356795432824,1811.2505209384294,0.0,1740,1740.0,0.0,1776.4811929993728,1767.5628013618837,0.0,1776.4811929993725,1767.5628013618837,0.0,1776.481192999372,1767.5628013618818,0.0,1776,1767.0,0.0
